fold,best_epoch,exact_accuracy,depth_accuracy,width_accuracy,depth_macro_f1,width_macro_f1,strategy_macro_f1,depth_abs_error,width_abs_error,cost_sensitive_error,comparable_query_count,mean_pred_llm_f1,mean_best_llm_f1,mean_baseline_llm_f1,mean_best_minus_pred_f1,mean_pred_minus_baseline_f1,loss
1,3,0.6046511627906976,0.6511627906976745,0.7209302325581395,0.4632705795496493,0.5508040935672514,0.27312925170068025,0.5116279069767442,0.6511627906976745,0.8372093023255814,43.0,0.4725266362252663,0.6443958068687701,0.28132458462837184,0.1718691706435037,0.1912020515968945,0.14960461871062614
2,4,0.6136363636363636,0.7045454545454546,0.7045454545454546,0.43877551020408156,0.4653039832285115,0.28927094410965376,0.4090909090909091,0.5909090909090909,0.7045454545454546,44.0,0.40902753616066306,0.6228099885049038,0.26826209463051565,0.21378245234424068,0.14076544153014744,0.12991181731660448
3,12,0.5116279069767442,0.5581395348837209,0.6744186046511628,0.32158119658119655,0.4646887595163457,0.19829059829059828,0.7441860465116279,0.7209302325581395,1.1046511627906976,43.0,0.4244753086419753,0.6401848393678459,0.2773420479302832,0.2157095307258706,0.14713326071169208,0.054334255391186095
