fold,best_epoch,exact_accuracy,depth_accuracy,width_accuracy,depth_macro_f1,width_macro_f1,strategy_macro_f1,depth_abs_error,width_abs_error,cost_sensitive_error,comparable_query_count,mean_pred_support_fbeta,mean_best_support_fbeta,mean_baseline_support_fbeta,mean_best_minus_pred_support_fbeta,mean_pred_minus_baseline_support_fbeta,mean_pred_llm_f1,mean_baseline_llm_f1,loss
1,12,0.5882352941176471,0.8823529411764706,0.6470588235294118,0.3125,0.4472222222222222,0.3150326797385621,0.23529411764705882,0.5882352941176471,0.5294117647058824,17.0,0.3095162796301316,0.3541323242461763,0.2511060046557004,0.04461604461604462,0.05841027497443122,0.5,0.38235294117647056,1.0823732065545282
2,1,0.6470588235294118,0.9411764705882353,0.6470588235294118,0.48484848484848486,0.2037037037037037,0.16296296296296295,0.11764705882352941,0.7647058823529411,0.5,17.0,0.2883319724650994,0.37914566618054796,0.27607707050431507,0.09081369371544856,0.012254901960784314,0.35294117647058826,0.35294117647058826,1.7727896747845806
3,5,0.625,0.9375,0.625,0.4838709677419355,0.29642857142857143,0.24661654135338346,0.0625,0.5625,0.34375,16.0,0.3522989107666527,0.37975234107448747,0.3004294556018694,0.027453430307834783,0.05186945516478331,0.5757575757575758,0.45454545454545453,1.397938679436325
