sweep_group,run_name,status,pairwise_loss_mode,pairwise_dynamic_margin_scale,pointwise_loss_weight,pairwise_loss_weight,reward_cost_weight,n_splits,elapsed_sec,exact_accuracy,depth_accuracy,width_accuracy,depth_macro_f1,width_macro_f1,strategy_macro_f1,depth_abs_error,width_abs_error,cost_sensitive_error,loss,mean_pred_support_fbeta,mean_best_support_fbeta,mean_baseline_support_fbeta,mean_best_minus_pred_support_fbeta,mean_pred_minus_baseline_support_fbeta,mean_pred_llm_f1,mean_baseline_llm_f1,exact_accuracy__std,depth_accuracy__std,width_accuracy__std,depth_macro_f1__std,width_macro_f1__std,strategy_macro_f1__std,depth_abs_error__std,width_abs_error__std,cost_sensitive_error__std,loss__std,mean_pred_support_fbeta__std,mean_best_support_fbeta__std,mean_baseline_support_fbeta__std,mean_best_minus_pred_support_fbeta__std,mean_pred_minus_baseline_support_fbeta__std,mean_pred_llm_f1__std,mean_baseline_llm_f1__std
pair_weight_weighted_logistic_v1,weighted_logistic_pair1p0_point1p0_cost0p05_last1,completed,weighted_logistic,,1.0,1.0,0.05,3,358.6259825229645,0.5416666666666666,0.9399509803921569,0.5416666666666666,0.4845226458129684,0.3092261904761904,0.2616499582289056,0.079656862745098,0.7169117647058824,0.4381127450980392,0.7602717444124291,0.3171879998416518,0.3710101105004039,0.2758708435872949,0.0538221106587521,0.0413171562543568,0.4860368389780154,0.3966131907308378,0.2181647922693496,0.0021226112837853,0.2181647922693496,0.0005643697646037,0.1597598977057946,0.1447533436401132,0.0329517883817371,0.2454990591881845,0.1555491780270485,0.1358826760570475,0.0335109085406294,0.0146197388909405,0.024662372158123,0.0350516698999504,0.0280985512416691,0.0974554542786452,0.0522816733549463
pair_weight_weighted_logistic_v1,weighted_logistic_pair2p0_point1p0_cost0p05_last1,completed,weighted_logistic,,1.0,2.0,0.05,3,337.76682472229004,0.6200980392156863,0.920343137254902,0.6397058823529412,0.4270731508634734,0.3157848324514991,0.2415373946849695,0.1384803921568627,0.6384803921568628,0.4577205882352941,1.417700520258478,0.3167157209539613,0.3710101105004039,0.2758708435872949,0.0542943895464426,0.0408448773666662,0.476232917409388,0.3966131907308378,0.0297165579729954,0.0329517883817371,0.0127356677027123,0.0992244630069197,0.1229077534004844,0.076161985190856,0.0882608214707394,0.1100692151432936,0.0997909525598526,0.3456322072164642,0.0325855223289443,0.0146197388909405,0.024662372158123,0.0327701619650311,0.024974699221958,0.1132936123925629,0.0522816733549463
pair_weight_weighted_logistic_v1,weighted_logistic_pair0p5_point1p0_cost0p05_last1,completed,weighted_logistic,,1.0,0.5,0.05,3,356.85789132118225,0.5992647058823529,0.8419117647058824,0.6188725490196079,0.440122601412924,0.3048315232525759,0.2333890281258701,0.2169117647058823,0.738970588235294,0.5863970588235294,0.4815352400093931,0.3109472519501981,0.3710101105004039,0.2758708435872949,0.0600628585502057,0.0350764083629031,0.4863339275103981,0.3966131907308378,0.0433449489799691,0.1687576090813014,0.0488200595270639,0.076622506735791,0.1284053571003612,0.0804446789947636,0.221413895954611,0.0738046319848703,0.2143968742307844,0.0872921869863548,0.0356072394365859,0.0146197388909405,0.024662372158123,0.0377332196742121,0.0309249983142159,0.1271118899315177,0.0522816733549463
