metric,mean,std
exact_accuracy,0.5308315715292459,0.04703818953638425
depth_accuracy,0.6229739252995067,0.0592846420945683
width_accuracy,0.6768851303735025,0.02364495992925666
depth_macro_f1,0.3985399936862956,0.06727661992125267
width_macro_f1,0.3698099708684386,0.02108943618184966
strategy_macro_f1,0.18836410764124834,0.023035043900380872
depth_abs_error,0.5924947145877378,0.1181700459706915
width_abs_error,0.7464763918252291,0.07865207288828228
cost_sensitive_error,0.9657329105003525,0.15616589591656987
loss,1.8328167828393127,0.14207960834437697
mean_pred_llm_f1,0.4045525097886627,0.06194774725851604
mean_best_llm_f1,0.6357968782471732,0.011442357305505624
mean_baseline_llm_f1,0.27564290906305694,0.00669495824509852
mean_best_minus_pred_f1,0.2312443684585105,0.055433673611289584
mean_pred_minus_baseline_f1,0.12890960072560578,0.05733158870878309
