metric,mean,std
exact_accuracy,0.5308315715292459,0.04703818953638425
depth_accuracy,0.6539816772374911,0.060108252675236
width_accuracy,0.7001409443269907,0.019672339467523406
depth_macro_f1,0.421131833624413,0.06552261297965495
width_macro_f1,0.4142389830897895,0.08767233548727266
strategy_macro_f1,0.18953582260033874,0.026984382333126
depth_abs_error,0.5384073291050036,0.11643912362127067
width_abs_error,0.7152924594785061,0.036393943153418915
cost_sensitive_error,0.8960535588442564,0.09948001467009408
loss,1.26403778479419,0.0917826103804728
mean_pred_llm_f1,0.3946063439555106,0.06028740940555993
mean_best_llm_f1,0.6357968782471732,0.011442357305505624
mean_baseline_llm_f1,0.27564290906305694,0.00669495824509852
mean_best_minus_pred_f1,0.24119053429166262,0.05370983136729845
mean_pred_minus_baseline_f1,0.11896343489245365,0.05563353144316694
