fold,best_epoch,exact_accuracy,depth_accuracy,width_accuracy,depth_macro_f1,width_macro_f1,strategy_macro_f1,depth_abs_error,width_abs_error,cost_sensitive_error,comparable_query_count,mean_pred_llm_f1,mean_best_llm_f1,mean_baseline_llm_f1,mean_best_minus_pred_f1,mean_pred_minus_baseline_f1,loss
1,2,0.5348837209302325,0.6976744186046512,0.6976744186046512,0.3846153846153846,0.38181818181818183,0.15501958359101217,0.3953488372093023,0.7674418604651163,0.7790697674418605,43.0,0.4239562948467058,0.6443958068687701,0.28132458462837184,0.22043951202206433,0.14263171021833393,0.7253930472142163
2,7,0.5,0.6136363636363636,0.7045454545454546,0.45632183908045976,0.490625,0.19455782312925168,0.5909090909090909,0.7727272727272727,0.9772727272727273,44.0,0.344213943950786,0.6228099885049038,0.26826209463051565,0.2785960445541177,0.07595184932027037,0.6515224946319929
3,4,0.46511627906976744,0.5581395348837209,0.6511627906976745,0.3103174603174603,0.30634920634920637,0.16095238095238093,0.6744186046511628,0.8372093023255814,1.0930232558139534,43.0,0.3409994553376906,0.6401848393678459,0.2773420479302832,0.29918538403015527,0.0636574074074074,0.6749778308232074
