metric,mean,std
exact_accuracy,0.4312896405919662,0.07480679075244877
depth_accuracy,0.5926708949964764,0.07107913381960106
width_accuracy,0.6309020436927414,0.018941647275691642
depth_macro_f1,0.3065257408133493,0.06435449662337832
width_macro_f1,0.2266558949657541,0.06090868273574627
strategy_macro_f1,0.09868015582301297,0.0410902355411645
depth_abs_error,0.622445384073291,0.13629430745497875
width_abs_error,0.8380902043692742,0.047839064163348786
cost_sensitive_error,1.041490486257928,0.1575591501606225
loss,0.23059094725261628,0.004165673639449336
mean_pred_llm_f1,0.336765277594437,0.0691349749644673
mean_best_llm_f1,0.6357968782471732,0.011442357305505624
mean_baseline_llm_f1,0.27564290906305694,0.00669495824509852
mean_best_minus_pred_f1,0.2990316006527362,0.0598766958846659
mean_pred_minus_baseline_f1,0.06112236853138009,0.06320847618193275
